gender,seniorcitizen,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
0,0,1,0,1,2,0,0,0,0,2,2,0,43,1,1,0,64.85,0.2756978524472781,0
1,0,0,0,1,0,2,1,1,1,1,1,1,35,0,0,0,20.75,-0.6809289281297227,0
1,0,1,0,1,0,0,2,2,0,2,2,0,9,0,1,3,68.95,-0.745364357407623,0
1,0,0,0,1,2,1,0,0,0,2,2,2,12,0,1,3,99.95,-0.5076084324650662,1
0,1,1,0,1,2,1,2,2,2,0,2,2,65,0,1,1,109.4,2.1812968110817894,0
0,0,0,0,1,2,1,0,0,2,0,2,0,2,0,1,2,91.4,-0.9219496403140218,1
1,0,0,0,1,2,0,0,0,0,0,0,0,27,0,0,3,49.0,-0.43763610050015717,0
0,0,0,0,1,0,0,0,0,2,0,0,0,40,1,1,3,50.25,-0.11459863855371058,0
0,1,0,0,1,0,1,0,0,2,0,0,0,5,0,1,1,75.55,-0.8531023363851185,1
1,0,1,1,1,0,2,1,1,1,1,1,1,8,1,0,1,19.9,-0.9394427233052491,0
0,1,1,0,1,2,1,0,2,0,0,2,2,58,1,1,0,97.8,1.4009906009321276,0
0,0,1,1,1,0,1,2,0,2,0,2,2,52,1,0,2,100.3,1.306422067787876,0
1,0,1,0,1,0,0,0,0,2,2,0,0,3,0,1,3,55.8,-0.9391780108261888,0
1,0,0,1,1,0,1,2,2,2,2,2,2,41,2,1,2,111.15,0.9811345497694178,0
1,0,0,0,1,2,1,0,0,0,2,2,2,20,0,1,3,98.55,-0.11089266384686794,0
1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2,50.05,-0.9852821009291711,0
1,0,0,1,1,2,1,0,0,0,2,0,0,4,0,0,1,80.8,-0.8606907607848439,1
1,0,0,0,1,0,2,1,1,1,1,1,1,23,0,0,2,20.85,-0.798284793846405,0
0,1,0,0,1,0,2,1,1,1,1,1,1,6,0,0,0,19.5,-0.9602447122847285,0
1,0,1,1,1,0,2,1,1,1,1,1,1,8,0,1,3,19.35,-0.9400383263831346,0
1,0,0,0,1,2,0,2,0,2,0,2,0,18,0,0,3,69.5,-0.47820328791613054,0
1,1,0,0,0,1,0,2,0,0,0,2,2,52,0,1,1,48.8,0.119892499147104,0
1,0,0,0,1,0,1,0,2,0,0,2,2,31,0,1,2,94.5,0.30702216246940006,0
1,0,1,1,1,0,2,1,1,1,1,1,1,29,0,1,3,20.65,-0.7184519220365041,0
0,0,1,0,1,2,1,2,2,2,2,0,2,36,2,1,1,106.05,0.6843256826231848,0
0,0,1,0,1,2,1,0,2,0,0,2,2,16,0,1,2,100.0,-0.3302510714947418,1
1,0,1,0,1,2,1,0,0,2,2,2,2,42,1,1,2,108.3,1.0159883595123422,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,2,20.55,-0.9982971311496303,1
0,0,0,0,1,0,1,0,2,2,0,2,2,60,2,1,2,99.65,1.6137532559767518,0
1,0,0,0,1,2,1,0,2,2,0,0,0,5,0,1,2,85.3,-0.8202338702351454,1
1,0,1,0,1,2,1,2,0,0,2,2,0,22,0,0,1,95.9,-0.02133160843150522,0
1,0,1,0,1,0,2,1,1,1,1,1,1,36,1,0,3,20.0,-0.7132017912018104,0
0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,2,70.4,-0.8833898558642548,1
1,0,0,0,1,0,0,2,0,0,2,0,2,9,0,0,3,64.95,-0.7656810401754922,0
1,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,1,74.6,-0.9744509486609586,0
1,0,1,1,1,0,0,2,0,0,0,0,0,12,0,1,2,49.2,-0.7553793128653999,0
0,0,0,0,1,2,0,0,0,0,2,2,2,23,1,1,3,73.75,-0.2323736323622382,0
1,0,0,0,1,2,1,2,2,0,0,0,2,62,1,1,0,92.3,1.5212803632917267,0
1,0,0,0,1,2,1,0,0,0,2,2,2,37,0,0,0,98.8,0.5260055607719388,1
0,0,0,0,1,0,2,1,1,1,1,1,1,8,0,0,3,19.2,-0.9381632796564582,0
1,0,1,0,1,2,1,0,0,2,0,2,0,31,0,0,1,88.65,0.17643067279970848,0
1,0,1,1,1,2,1,0,0,0,0,0,0,13,0,1,1,74.4,-0.6117286742287392,1
0,0,0,0,1,2,1,0,0,2,0,2,2,24,0,1,2,98.75,0.05470705117853327,1
1,0,1,1,1,2,1,0,2,2,0,0,2,45,0,1,0,95.95,0.9588545827818522,0
0,1,1,0,1,2,1,0,2,0,2,2,2,69,2,0,1,105.4,2.080485475306369,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,3,20.25,-0.9911278348417503,0
1,0,1,1,1,2,1,2,2,0,0,2,2,61,1,1,2,106.0,1.8813996316798542,1
1,0,0,0,1,2,1,0,2,2,0,2,2,41,0,1,2,104.7,0.910213664754543,1
0,0,0,0,0,1,0,0,0,2,0,2,2,44,1,1,2,49.05,-0.008073925105240841,0
1,0,0,0,0,1,0,0,0,2,2,0,0,39,1,0,3,35.55,-0.4297829636213716,0
1,0,1,1,0,1,0,2,2,2,2,2,2,72,2,1,1,65.1,1.0901740317689594,0
0,1,0,0,1,0,1,0,0,2,0,2,2,13,0,1,2,96.85,-0.4622543610527544,0
0,0,1,1,1,0,0,2,2,0,2,0,2,51,1,1,1,69.75,0.5643668108624107,0
0,1,1,0,1,0,1,0,2,2,0,2,2,71,2,1,2,99.2,2.1752525428099156,0
1,1,0,0,1,2,1,0,0,0,0,2,2,22,0,1,2,96.7,-0.08839210312675225,1
0,0,0,0,1,0,0,0,2,0,2,0,0,2,0,1,1,55.05,-0.9620315215183849,1
0,0,0,0,1,2,1,0,2,2,0,2,2,56,1,1,2,106.8,1.6019956100318282,0
1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,51.25,-0.9847526759710509,0
0,0,1,1,1,0,0,2,2,0,2,0,0,23,1,1,3,57.75,-0.4413861939535098,0
0,1,1,0,1,2,0,0,2,2,0,2,0,66,1,1,0,70.85,1.08335768543316,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,19.55,-0.9987383186147306,0
1,1,0,0,1,2,1,0,2,0,0,2,0,19,0,1,2,88.2,-0.22390283303231223,1
1,0,0,0,1,0,1,2,0,2,0,0,0,11,0,1,0,79.5,-0.6563327269503805,0
0,0,1,1,1,0,2,1,1,1,1,1,1,8,1,1,3,19.75,-0.9433913511178968,1
0,0,1,1,1,2,1,2,2,2,0,0,2,52,0,0,0,98.15,1.1956619546744431,0
1,0,0,0,1,0,2,1,1,1,1,1,1,3,0,1,2,20.25,-0.9802525638270277,0
0,0,1,1,1,0,1,2,2,0,0,0,0,51,0,1,0,79.15,0.765570543214069,0
1,1,0,0,1,2,1,0,0,0,0,0,0,15,0,0,2,75.65,-0.5014759267001718,1
1,1,1,0,1,2,1,0,2,2,0,0,2,64,0,1,2,94.25,1.67567391670358,0
0,0,0,0,0,1,0,0,0,2,0,0,2,37,0,1,1,40.2,-0.3549134507938491,0
1,0,0,0,1,0,2,1,1,1,1,1,1,13,2,0,3,19.95,-0.8998682076857513,0
1,0,1,0,1,2,0,2,0,0,0,0,0,49,1,1,2,55.35,0.15470219014351824,0
0,1,0,0,1,2,1,0,0,2,0,2,2,45,1,1,0,102.15,1.0818135293053088,0
0,0,0,0,1,0,1,0,0,0,0,0,0,18,0,1,2,71.1,-0.45687187397853063,0
1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,2,74.7,-0.9744068299144487,1
1,0,1,0,0,1,0,2,0,2,0,2,2,68,2,1,0,54.1,0.6667223027656825,0
1,0,0,0,1,0,2,1,1,1,1,1,1,54,2,0,1,19.65,-0.5623377375107595,0
0,1,1,1,1,0,1,0,2,2,0,0,2,23,0,1,0,88.45,-0.06739157978797737,0
1,0,0,0,1,0,1,0,0,2,0,0,0,17,0,1,2,76.65,-0.42784173877493026,1
1,0,1,0,1,2,0,2,2,2,2,0,2,71,2,0,1,80.4,1.5193832571917953,0
0,0,1,1,1,0,2,1,1,1,1,1,1,67,2,1,0,19.25,-0.40165726272122687,0
0,0,1,1,1,2,1,0,0,0,0,2,0,14,0,1,2,84.8,-0.47621794432317915,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,25.8,-0.9959808969578536,1
0,0,0,1,1,0,2,1,1,1,1,1,1,63,2,0,1,19.5,-0.4712766447140557,0
0,0,0,0,1,2,0,0,0,2,2,0,2,41,1,1,2,68.6,0.2619548629094036,0
0,0,1,0,1,2,1,0,0,0,0,2,2,17,0,0,2,92.6,-0.31041969493848287,0
1,0,1,0,1,2,1,2,0,0,0,2,2,56,1,1,2,100.55,1.4257632770975097,0
0,0,0,0,1,0,2,1,1,1,1,1,1,5,0,0,1,20.55,-0.964965418161302,0
0,0,0,0,0,1,0,2,2,0,0,0,2,2,0,1,2,42.6,-0.9754215610841792,1
0,0,1,0,1,0,2,1,1,1,1,1,1,3,0,1,3,19.6,-0.9829879261106496,0
1,0,0,0,1,2,0,2,2,2,2,0,0,37,1,0,2,67.45,0.07058979992214441,0
0,0,0,0,1,0,0,2,2,2,0,0,2,29,0,1,0,68.85,-0.13800363357728196,1
1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,3,43.55,-0.8593892577627978,0
0,0,0,0,1,2,1,0,2,2,2,2,2,63,0,1,1,109.85,2.0822502251667703,0
0,0,1,1,1,0,2,1,1,1,1,1,1,7,0,0,3,20.65,-0.9372367859797476,0
0,0,0,0,1,0,1,0,2,0,0,2,2,3,0,0,2,95.4,-0.878029428163286,0
1,0,1,1,1,0,2,1,1,1,1,1,1,72,2,0,0,21.0,-0.3483397575638545,0
0,0,0,0,1,0,0,0,0,0,0,0,2,19,0,1,2,56.2,-0.5249691592167633,0
0,0,1,0,1,0,2,1,1,1,1,1,1,59,2,0,0,18.4,-0.5406533736010795,0
1,0,1,1,1,0,1,0,0,2,2,0,2,2,0,0,1,90.0,-0.9235158558151279,1
0,0,1,1,1,2,2,1,1,1,1,1,1,35,0,1,2,25.75,-0.6179935362331637,0
1,0,0,0,1,0,2,1,1,1,1,1,1,14,0,0,1,19.6,-0.8748308190413087,0
0,0,0,0,1,0,1,0,0,2,0,0,0,14,0,0,2,75.35,-0.5547272537377792,1
0,0,1,1,1,0,2,1,1,1,1,1,1,69,2,0,1,19.8,-0.37339920558155204,0
1,1,1,0,1,2,0,2,2,0,2,0,0,7,0,0,2,64.2,-0.7977994876347947,0
1,0,1,1,1,0,0,2,2,2,2,2,0,69,2,1,0,75.75,1.3698207065227903,0
0,0,1,1,1,2,0,0,2,0,2,2,2,72,2,1,2,78.95,1.5207068195870963,0
1,0,0,0,1,2,1,0,2,0,0,2,2,8,0,0,2,100.85,-0.6457883465344831,1
0,0,1,1,1,0,0,2,0,0,0,0,0,4,0,0,2,50.3,-0.9115817348841646,0
1,0,1,1,1,0,1,0,2,2,0,0,0,63,0,1,1,80.3,1.1528447111864586,0
1,0,0,0,1,0,2,1,1,1,1,1,1,72,2,0,0,19.85,-0.374656589857088,0
0,0,0,0,1,0,2,1,1,1,1,1,1,46,2,1,2,21.1,-0.5939267600119418,0
0,0,1,0,1,0,1,0,0,0,0,0,0,5,0,0,2,69.95,-0.8617054919545745,1
1,0,1,0,1,0,0,0,0,2,0,0,0,30,0,1,3,50.0,-0.35665614128099526,0
1,0,0,0,1,2,1,0,2,2,0,2,2,63,2,1,0,104.75,1.8764583320707309,0
0,0,0,0,1,0,2,1,1,1,1,1,1,60,2,0,0,19.85,-0.5096599541777826,0
0,0,1,0,1,2,1,0,2,2,0,2,2,63,1,1,2,107.5,2.0252488046758104,1
1,0,1,1,1,0,1,0,0,0,2,2,0,25,0,0,2,85.9,-0.037170238428606166,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,45.85,-0.9871350882825926,1
1,1,1,0,1,2,1,0,0,2,0,0,0,6,0,1,2,80.8,-0.8056967432600903,0
1,0,0,0,1,2,2,1,1,1,1,1,1,22,2,0,3,25.25,-0.7574308345781164,0
0,0,1,1,1,2,0,0,2,0,2,2,2,31,2,0,0,80.55,0.08307540518448304,0
0,0,1,1,1,0,1,0,0,2,2,0,0,39,0,1,0,81.5,0.3635382767487499,0
1,0,0,0,1,0,2,1,1,1,1,1,1,26,0,0,3,20.9,-0.7786960703959513,0
0,0,1,0,1,0,1,2,2,2,0,2,2,53,1,1,0,106.1,1.5381778432050686,1
0,0,0,0,1,0,1,0,2,0,2,2,0,1,0,0,2,91.7,-0.9669066430077434,1
1,0,0,0,1,2,0,2,2,0,2,0,0,12,0,1,2,67.25,-0.6401632063544542,0
0,0,0,0,1,2,1,0,2,2,0,0,2,16,0,1,1,95.6,-0.3210302534741453,1
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,3,20.35,-0.9873777413883976,0
1,0,0,1,0,1,0,2,0,0,2,2,0,39,1,0,0,45.05,-0.21737325854882766,0
1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,2,74.95,-0.9742965330481735,1
0,0,1,1,0,1,0,2,0,0,2,0,0,7,0,0,3,34.65,-0.8985667046637055,0
1,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,2,69.35,-0.8919268333139457,0
1,1,0,0,1,2,1,0,0,0,0,2,2,10,0,1,2,95.35,-0.6110227742845787,1
0,0,0,0,1,0,1,0,2,2,0,0,0,55,0,1,2,81.55,0.9821713403124037,0
1,0,1,1,1,0,0,0,2,2,0,2,2,72,2,1,0,75.4,1.410454072058529,0
0,0,1,0,1,0,0,0,0,2,0,2,2,10,0,1,1,67.8,-0.7192019407271746,0
1,1,0,0,1,2,1,0,2,2,2,2,2,11,0,1,2,111.4,-0.48541670297052064,0
0,0,1,1,1,0,0,0,0,0,0,0,0,15,0,0,2,46.3,-0.7252462089990488,0
0,0,1,1,1,0,2,1,1,1,1,1,1,23,2,0,0,20.4,-0.7961450346406685,0
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,3,20.05,-0.9985177248821804,0
0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,45.0,-0.9512886067431924,1
1,0,1,1,1,0,1,2,2,2,0,0,2,47,1,1,2,96.1,0.930089160057312,0
0,0,0,1,1,0,2,1,1,1,1,1,1,15,1,0,3,19.65,-0.887978205501298,0
1,0,0,0,1,0,1,0,2,2,0,2,2,66,0,0,2,99.5,1.9532249509981847,1
0,1,1,0,1,0,0,0,2,2,2,0,0,68,1,1,0,60.65,0.7467537089348786,0
0,0,1,1,1,0,1,0,0,2,2,2,2,17,1,0,0,98.6,-0.2551609649346691,1
0,0,0,0,1,0,0,0,0,0,2,2,0,7,0,1,3,59.5,-0.823851607448968,1
1,1,1,0,1,0,1,0,0,0,0,0,2,12,0,1,2,80.45,-0.5881472042191277,1
0,1,1,0,1,2,0,0,2,2,0,0,2,21,1,0,0,71.7,-0.34688383892902347,0
1,0,0,0,0,1,0,0,2,0,2,0,0,21,0,1,3,36.0,-0.6631711326594353,0
0,0,1,1,1,2,0,2,0,0,0,2,0,56,1,0,0,65.2,0.5421530219946101,0
0,0,1,1,1,2,0,0,0,0,0,0,0,6,0,1,1,48.95,-0.8868090587187821,0
0,1,0,0,0,1,0,0,2,2,0,2,2,65,2,1,0,53.5,0.5446898499189369,0
1,0,1,0,1,2,0,2,0,0,2,2,2,42,1,0,1,80.45,0.48204122987469294,0
0,0,1,1,1,2,1,2,0,2,2,2,2,68,2,1,0,109.05,2.3053146075214865,0
1,0,1,1,1,2,2,1,1,1,1,1,1,48,2,0,0,26.3,-0.45806308013430147,0
0,1,0,0,1,2,1,0,2,0,2,2,2,50,1,1,2,106.8,1.352084970425758,0
0,1,0,0,1,0,0,0,2,2,0,2,0,7,0,1,2,64.95,-0.7895713414106739,0
0,0,1,1,1,0,2,1,1,1,1,1,1,63,2,0,2,19.35,-0.44976875579041564,0
1,0,0,0,1,0,2,1,1,1,1,1,1,17,0,0,1,21.1,-0.8372637063880174,0
0,0,1,1,1,0,1,0,0,0,0,2,0,42,0,1,1,77.95,0.4856148483420054,1
1,0,1,1,1,0,2,1,1,1,1,1,1,4,0,0,3,18.85,-0.9702155489959957,0
0,0,0,1,1,2,2,1,1,1,1,1,1,62,2,0,0,26.0,-0.2843896344975646,0
1,1,0,0,1,0,1,0,2,0,0,0,0,2,0,1,2,74.7,-0.9343911268298505,1
0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,2,70.35,-0.9543107408791295,0
1,0,1,0,1,2,1,2,2,2,0,2,0,48,2,1,0,96.9,0.9662665321955375,0
1,0,1,0,1,0,2,1,1,1,1,1,1,27,2,0,0,19.55,-0.7777033985994757,0
0,0,1,1,1,0,0,0,2,2,2,2,2,70,2,1,0,80.4,1.5152802137663628,0
1,1,0,0,1,2,1,0,0,2,0,2,0,1,0,1,2,88.8,-0.9681860866565342,1
1,0,1,0,1,2,1,0,2,2,0,2,0,46,1,1,2,94.65,0.8952574096876427,0
1,0,0,0,1,0,1,0,0,0,0,2,2,30,0,1,2,90.25,0.20826234840669586,1
0,0,0,0,1,2,0,2,0,0,0,0,2,15,0,1,0,64.65,-0.5685805401419289,1
1,0,1,1,1,2,1,0,2,2,0,2,0,69,1,0,1,95.75,1.865318348576948,0
1,0,0,0,1,0,2,1,1,1,1,1,1,65,2,1,1,19.55,-0.4697104292129496,0
1,1,1,1,1,0,1,2,0,2,2,2,2,72,2,1,1,104.1,2.2784683502701326,0
1,1,1,0,1,0,1,0,2,0,2,0,2,13,0,1,0,89.05,-0.4914609712423949,1
1,0,0,0,1,0,2,1,1,1,1,1,1,17,1,1,3,20.1,-0.8840516370619053,0
1,0,1,0,1,2,1,2,0,2,2,2,2,51,1,1,2,111.55,1.5163831824291134,0
1,0,1,1,1,0,0,2,2,0,2,0,0,51,2,0,1,60.5,0.3697810793799191,0
0,0,1,0,1,2,0,2,2,2,2,2,2,72,2,1,0,90.95,1.84650170319042,0
1,0,1,1,1,2,1,0,2,2,0,0,0,67,1,0,2,87.4,1.6039368348782699,1
1,0,0,0,1,0,2,1,1,1,1,1,1,34,0,0,3,19.7,-0.7092972821356727,0
1,0,1,0,0,1,0,2,2,0,2,0,2,67,2,1,0,50.95,0.546366362286318,0
0,0,1,0,1,0,2,1,1,1,1,1,1,49,1,1,0,20.05,-0.6001033845233461,0
1,0,1,1,1,0,2,1,1,1,1,1,1,53,2,1,3,19.4,-0.5174910316833131,0
1,0,0,0,1,2,0,0,0,2,2,0,0,27,0,0,2,59.45,-0.29632375542852796,0
0,1,0,0,1,0,1,0,2,0,0,2,2,23,0,1,2,94.75,0.004544036396627968,1
1,0,0,0,1,2,0,2,2,2,2,0,2,69,2,1,1,81.5,1.4426607570108516,0
0,0,1,1,0,1,0,0,0,0,2,0,0,2,0,0,0,29.05,-0.9876203944942028,0
0,0,0,0,1,2,1,0,0,0,0,2,0,35,0,1,2,86.45,0.32903741697790556,1
0,0,1,0,1,0,0,2,2,0,2,0,2,46,1,0,3,70.6,0.41813522555491317,0
0,0,0,0,1,2,1,0,2,0,0,2,2,54,2,1,0,97.2,1.2556855093013404,0
0,0,1,0,1,2,1,0,2,0,0,2,2,56,1,1,2,98.25,1.422851439827848,1
0,0,1,0,1,0,1,0,0,2,0,0,0,9,0,1,0,75.75,-0.7179886751981487,1
1,0,0,0,1,2,0,2,0,0,2,0,0,20,0,0,0,59.2,-0.48182102512995306,0
1,0,0,0,1,0,1,0,2,0,0,0,0,11,0,1,3,75.9,-0.6251187137945335,0
0,1,1,0,1,2,1,0,2,0,0,2,0,30,0,1,2,90.05,0.15172417475409114,0
1,0,1,0,1,0,0,2,2,2,0,0,2,68,2,0,0,70.95,1.0845047728424204,0
1,1,1,0,1,2,1,0,2,2,0,2,2,38,0,1,2,102.6,0.7614452515227188,0
0,1,1,0,1,2,1,2,0,2,0,0,0,17,0,1,0,85.35,-0.36170773775639387,1
1,0,0,0,1,2,1,0,2,2,0,2,2,48,1,1,1,106.1,1.2351041140544112,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,43.8,-0.9880395225860481,0
1,0,1,1,0,1,0,2,2,2,0,2,2,63,2,0,2,59.0,0.6283831120484655,0
0,0,0,0,1,0,0,0,0,2,0,2,2,3,1,1,2,69.95,-0.9101037568760786,0
0,0,0,0,1,2,2,1,1,1,1,1,1,48,1,0,0,24.35,-0.5071893043732209,0
1,0,0,0,0,1,0,0,0,0,2,0,0,66,1,0,1,29.45,-0.13242261214376302,0
0,0,1,1,1,2,1,0,2,2,0,0,0,68,2,1,1,84.4,1.5280305315077616,0
1,1,0,0,1,0,0,0,0,0,0,0,0,17,0,1,2,45.05,-0.6673844729511433,1
0,0,1,1,1,0,2,1,1,1,1,1,1,7,1,0,3,20.65,-0.9482223538607452,0
1,0,1,0,1,2,0,2,2,2,2,2,2,72,2,1,0,87.1,1.7412784927639962,0
0,0,1,0,1,0,2,1,1,1,1,1,1,29,0,0,3,19.85,-0.7545410566817095,0
1,0,1,0,1,0,1,0,0,2,2,0,2,37,0,1,2,90.35,0.5011887658600465,0
0,0,0,0,1,2,1,2,2,2,0,2,2,34,0,1,3,109.8,0.5752862006236433,1
0,1,0,0,1,2,1,0,0,0,0,2,0,42,0,1,2,84.65,0.555035695975539,1
0,0,1,1,1,2,0,2,2,0,2,0,0,59,1,0,3,65.5,0.6697223775283646,0
1,0,1,1,1,0,1,0,0,0,0,2,0,11,0,1,0,79.5,-0.6241922201178229,1
1,1,1,1,1,2,1,2,0,0,0,0,0,60,0,1,2,80.95,1.136410478111472,0
0,0,0,0,1,0,0,0,2,0,2,0,0,27,0,1,3,56.15,-0.3723403556653114,0
0,0,0,0,1,2,1,0,0,0,0,0,2,1,0,0,3,85.8,-0.9695096490518351,1
1,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,2,79.1,-0.9724656050680073,1
1,0,1,0,0,1,0,2,0,2,0,0,0,17,0,0,3,34.4,-0.7458496636192333,0
1,0,1,0,1,0,2,1,1,1,1,1,1,58,2,0,3,20.75,-0.4841372593217297,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,3,18.8,-0.9990692092135558,0
0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,3,44.3,-0.9480238195014501,1
0,0,0,0,1,2,1,2,2,2,0,0,0,53,0,0,2,90.8,1.163808219694201,0
1,0,0,0,1,2,2,1,1,1,1,1,1,35,0,1,2,25.6,-0.6097433306357878,0
1,0,1,1,1,2,1,2,0,2,0,2,2,50,0,0,1,105.95,1.3493716675153913,1
1,0,1,1,1,2,0,0,2,0,2,0,2,68,2,0,1,70.8,1.136785487456807,0
1,0,1,0,1,2,2,1,1,1,1,1,1,47,0,0,2,25.4,-0.5047627733151692,0
0,1,1,0,1,2,1,0,2,2,0,2,2,65,0,1,0,108.8,2.117324628642245,0
1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,2,69.75,-0.8641540823858813,1
1,0,1,0,1,2,1,0,0,0,0,2,2,51,0,1,2,94.65,1.1159614391040724,1
0,0,0,0,1,2,1,0,0,0,0,2,2,46,0,0,0,96.05,0.9336407191513696,1
0,0,0,0,1,2,1,0,0,0,0,0,0,9,0,1,2,76.85,-0.7146135910901315,0
0,0,0,0,1,0,2,1,1,1,1,1,1,8,2,0,3,20.25,-0.9303101427776727,0
1,0,0,0,1,2,2,1,1,1,1,1,1,14,1,1,1,24.8,-0.8654335260346722,0
0,0,0,0,1,2,1,2,2,2,2,2,2,45,0,1,2,115.65,1.2539428188141943,0
0,0,0,0,1,2,1,0,0,0,0,0,0,8,0,1,1,74.6,-0.7651957339638819,0
1,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,3,50.15,-0.9852379821826611,1
1,0,1,1,1,0,1,2,2,2,0,2,2,66,1,1,0,103.15,2.094757889802364,0
1,0,1,1,1,2,0,2,2,2,2,0,0,72,2,0,1,72.1,1.2059195632380255,0
0,0,1,0,1,2,1,2,2,2,2,2,2,41,0,1,0,113.6,1.019870809205225,1
0,0,1,1,1,2,2,1,1,1,1,1,1,23,2,0,3,25.1,-0.7375994580218574,0
0,0,0,0,1,0,1,0,0,0,0,2,0,29,0,1,2,78.9,0.04449356136146107,1
0,0,0,0,1,2,1,2,0,0,0,0,0,4,0,1,2,80.15,-0.8662497228451078,0
1,0,1,1,1,2,2,1,1,1,1,1,1,6,2,0,3,25.4,-0.9397294951575642,0
0,1,1,0,1,2,1,2,2,2,2,0,2,67,1,1,1,105.4,2.0966549959022953,0
1,1,0,1,1,0,0,0,0,0,0,0,0,7,0,1,3,45.75,-0.8555068080699152,0
1,0,1,1,1,2,2,1,1,1,1,1,1,56,1,1,3,24.45,-0.37573749914658366,0
0,0,1,0,1,2,2,1,1,1,1,1,1,72,2,0,1,25.0,-0.1915196730939495,0
1,0,1,0,1,2,0,2,2,2,0,2,2,72,2,1,2,85.25,1.6764239353942507,0
1,0,1,1,1,0,2,1,1,1,1,1,1,23,2,0,1,19.6,-0.8191309015723947,0
0,0,0,1,1,2,0,0,0,0,0,0,0,35,0,0,3,50.15,-0.27704386320364455,0
1,1,1,0,1,0,1,0,0,0,0,0,0,27,0,1,2,70.55,-0.14973922014895016,0
0,0,1,1,1,2,0,0,2,0,2,0,0,26,0,1,2,60.05,-0.2943384118355766,1
1,0,1,1,1,2,2,1,1,1,1,1,1,12,1,0,3,26.4,-0.8684115414240993,0
0,0,0,0,1,0,2,1,1,1,1,1,1,40,2,0,3,20.15,-0.6522738022714577,0
1,0,1,1,0,1,0,2,2,2,0,2,2,7,0,0,3,58.85,-0.8019025310602276,0
1,0,1,1,1,2,1,2,2,0,0,2,0,70,0,1,1,97.55,1.934937730569777,0
1,0,1,1,1,0,2,1,1,1,1,1,1,60,2,0,1,19.65,-0.4948139959771572,0
1,0,1,1,0,1,0,0,0,0,0,0,0,39,1,1,1,25.25,-0.5892281135086235,0
1,0,1,0,1,2,1,2,2,2,2,2,2,72,2,0,1,114.45,2.6876035460309047,0
0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,34.7,-0.9920543285184611,1
1,0,1,1,1,2,0,0,2,0,2,2,0,54,1,1,2,70.7,0.6559132098707249,0
1,0,0,0,1,2,1,0,0,0,0,0,2,3,0,1,2,85.3,-0.8905370927988798,1
0,0,1,1,1,0,0,2,2,2,2,2,0,63,2,0,1,75.55,1.0696808740150503,0
1,0,1,1,1,2,1,0,2,0,2,0,0,71,2,1,2,84.8,1.7069982267257018,0
0,0,0,0,1,0,2,1,1,1,1,1,1,42,1,1,3,20.65,-0.5846618232448353,0
1,0,0,0,1,0,2,1,1,1,1,1,1,47,2,0,0,20.45,-0.5913237539678499,0
0,0,1,1,1,2,1,0,2,2,0,2,2,66,1,1,1,102.45,1.91115772620087,1
0,0,1,0,1,2,1,2,0,2,0,2,2,21,0,1,0,104.4,-0.036640813470485874,1
1,0,0,0,0,1,0,0,2,0,2,0,0,11,0,1,2,35.65,-0.8198147421433002,0
1,0,0,1,1,2,1,0,0,2,0,2,2,1,0,1,2,99.75,-0.9633550839136859,1
0,1,1,0,1,2,1,0,2,2,2,0,0,55,0,0,2,90.45,1.2183389903805995,0
1,0,0,0,1,2,1,0,2,2,2,2,0,69,2,1,1,97.65,1.96780619671975,0
0,1,0,0,1,0,1,0,0,2,0,0,0,3,0,0,2,73.85,-0.9207143154117409,0
1,0,0,0,1,0,0,0,0,2,2,2,2,4,0,1,2,74.4,-0.8751396502668789,1
1,1,0,0,1,2,0,0,0,2,2,2,0,30,2,1,1,69.1,-0.08356110038390374,0
0,0,0,0,1,2,1,0,0,2,2,0,0,5,0,1,2,82.75,-0.8230574700117874,0
